url,expected_label,predicted_label
https://callawayjc.wixsite.com/vscddw,1,0
https://docs.google.com/presentation/d/e/2PACX-1vRWo3I_9VHb9aHC0O6yAH7ECf-385qKE7H0mVAyL9s21_mqST9hVu6AwZrl4YPigfJppEfnEKlaPAP5/pub?start=false&amp;loop=false&amp;delayms=3000,1,0
https://sites.google.com/view/attidexxwe/home,1,0
https://new.express.adobe.com/webpage/qtH8Liy42D9MQ,1,0
https://dipgreysu.weebly.com/,1,0
https://docs.google.com/presentation/d/e/2PACX-1vQUUo6HGGdg9slgsauygKfVm68ssn0nzSQm2J0sjkdBrtFJm8aRA4y27oXS92xPAXB4OJHLZa1VlYYY/pub?start=false&amp;loop=false&amp;delayms=3000,1,0
https://976tep2sg8.vk.com/away.php?to=https%3A%2F%2Fviewmyprofile-activateinfo.es%2Fpro-view,1,0
https://docs.google.com/presentation/d/e/2PACX-1vS5MwGwRCQv3bVYrCUCtNvnTKFclFFEpDvt_XOkqiWb2olQMyAItbEK-DkxB_psTHmKMP01Oemty2fh/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1,0
https://new.express.adobe.com/webpage/zWKlNn0JRjuma,1,0
https://away.vk.com/away.php?rh=6c425022-4443-4207-a0ec-f8aa257b75d7,1,0
https://aub-zflx-dco5-9zydl-i8l-9p5.pages.dev/,1,0
https://docs.google.com/presentation/d/e/2PACX-1vSlOUP4IGZtHoUhSqRpT4x3mKHlXY20pSTz4M9aZixXh0aNV3gU_E5WHmItCSPOJGml1qeadlT491As/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1,0
https://docs.google.com/presentation/d/e/2PACX-1vSm2Jo-I6r3ZFeW7hkQdQiB3UZ2YSNhDl5N9e1w7Te_Nh6AXJK-KtIMusCYwxpUZCjJLFWmFNkEWl5M/pub?start=false&amp;loop=false&amp;delayms=3000,1,0
https://bit.ly/3CAoHiE,1,0
https://docs.google.com/presentation/d/e/2PACX-1vQZt-pTco_m3rNdfOzggXl5fSX3R_ka5ZGcBS_6Vbd9IyjR9gnmhb5ZPcAmEJbwvPSRRS77a7C0-4DO/pub?start=false&amp;loop=false&amp;delayms=3000,1,0
https://banvenez.blob.core.windows.net/bdv-venezuela/bolivariano.html,1,0
https://docs.google.com/presentation/d/e/2PACX-1vQ-SfkQQEExRVVmbR1OnZcLQyHFCcRdFmtrYs5xNUg4upijv63VR7G_yjhnFpn0btJzkKJfPRsMY0PD/pub?start=false&amp;loop=false&amp;delayms=3000,1,0
https://bit.ly/46kGMfv,1,0
https://tusoatalinstanteen.wixsite.com/soat,1,0
http://home-trezor-suite-app.blogspot.com,1,0
https://docs.google.com/drawings/d/1VjG4ktTrn2KsYVIAyXOgg9yz7Uwpsko6zJbR44moxw8/edit,1,0
https://new.express.adobe.com/webpage/ur2CyZkjgiBwI,1,0
https://rqebah.weebly.com/,1,0
https://docs.google.com/presentation/d/e/2PACX-1vTDnnUlqDOrah-5_jmplqB2SB6aN-wLn3oDK2HK-hcphTQ4ZgLzZwbJdVaZILsWuWoO-rM5LBTnIVO8/pub?start=false&amp;loop=false&amp;delayms=3000,1,0
https://new.express.adobe.com/webpage/IPiUuSdKxe7EZ,1,0
https://docs.google.com/presentation/d/e/2PACX-1vQ-k7vgNnGoNeMTn32KKIAd6BkI0Wb2uRcvzocLHneOFsGV4NQA6do56_MOuDnOcjzUOpcQkMLTBMU0/pub?start=true&amp;loop=true&amp;delayms=1000,1,0
https://mikepdrstudio.com/,1,0
https://bit.ly/3TTH0FH,1,0
https://bit.ly/3YUzehl,1,0
https://bit.ly/4gXxb38,1,0
https://efsgarxdwqk.duckdns.org/auth,1,0
https://yucln7bv.vk.com/away.php?to=https%3A%2F%2Ft.co%2FdcMoIZGcST&post=790428405_63&cc_key=#hHegbjF2kdxzWS0ZXTPumu11qrf1JaGy1na6EYnoT1yYKOoZ3LAO,1,0
https://docs.google.com/presentation/d/e/2PACX-1vRlkji-qyF1LoIIbJ95xieOu1szQjBefNx8rrrwPlW-f8PcG6PBQqsFjPaQSJQ94sdaM-WwaiYieccS/pub?start=false&amp;loop=false&amp;delayms=3000,1,0
https://new.express.adobe.com/webpage/KDRr8Cvne2Lit,1,0
https://bit.ly/pacelinfo,1,0
https://docs.google.com/presentation/d/e/2PACX-1vRzJIXsBAMU94H1OTcRBNe3AR-jTmJ5nJUiYcdqj7l0E3m2Cs8sL14nlwQl76SagV-aOccqB8d_6ZpG/pub?start=true&amp;loop=true&amp;delayms=60000,1,0
https://vz20z.weebly.com/,1,0
https://new.express.adobe.com/webpage/8sqkpdKSJgalN,1,0
https://tel-opond.weebly.com/,1,0
https://bit.ly/3Zhbkgq,1,0
https://bltdl.weebly.com/,1,0
https://www.bing.com/ck/a?!&&p=6bdf5c4598bd2e3ce1394f72c95bd6289f6cd08496ad066931c4f2265bf440a6JmltdHM9MTc0MTkxMDQwMA&ptn=3&ver=2&hsh=4&fclid=1c55f1f2-8175-6199-294d-e59f80b5604d&u=a1aHR0cHM6Ly9jaGFyaXRhYmxlLWFjdC5vcmcvODY2ODkxNDQ2MzguaHRt&ntb=1,1,0
https://docs.google.com/presentation/d/e/2PACX-1vSvGSVcQz_ZEs-mxNstLbWx16mLfB442vmyb6jINDgIK4g1rj2IIRMofRhUwOHgXvRpAlIvbhgJVrmA/pub?start=false&amp;loop=false&amp;delayms=3000,1,0
https://pubg-uc-freee.weebly.com/,1,0
https://docs.google.com/presentation/d/1CgSy-k7Og_xlHFjBjNfQ57lqwiyfVxCXaK0ZWBsIanQ/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1,0
http://dp-8fz.pages.dev,1,0
https://www.dropbox.com/scl/fi/qkfkfrxvgj7m0fjaezool/BT-INTERNET.paper?rlkey=l8bma7vh51z266ne5jyjmvxdg&dl=0,1,0
https://tinyurl.com/397hjzhv,1,0
https://new.express.adobe.com/webpage/E9a7NqAigfc51,1,0
https://forms.office.com/pages/responsepage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAN__ml3rhlUQkdEVjBaVkY4TDhIQUZTSkw0R0syQVdCMi4u&amp;fbclid=IwAR0IzZs-HP584RrXzoSd7stvUZ61a-uxjoWsb1FVxh0zyHVT7Cnec0Y43d8,1,0
https://docs.google.com/presentation/d/e/2PACX-1vQjpFbmaA8M77J3QBidvOU6kDVa3dS3Wz0p2K2mvW5ZO7NnjlYto2ZDxXzNGtse-Et0Ql8rKW0_EvFv/pub?start=false&amp;loop=false&amp;delayms=3000,1,0
https://docs.google.com/presentation/d/e/2PACX-1vQCQXkleokY9GFog6fxHu8_NKZhzOd1jDvnutR8l98Qcp3fy0AfboDPd3tFv0WBrsNK54uxZR6jz0cD/pub?start=true&amp;loop=true&amp;delayms=1000,1,0
https://awaffssggfghsfhxfhh.weebly.com/,1,0
https://bit.ly/49PGU8q,1,0
https://weaiepepolmi.weebly.com/,1,0
https://sp12ct-forsor-biz-kandel-vazmik.pages.dev/,1,0
https://sites.google.com/view/qweqcsd/home,1,0
https://docs.google.com/presentation/d/e/2PACX-1vRvfdO9aJ5tzWMFOe6ZqqZwU-0sYM5ORDo7FBfBCVz_ai5_bVMAoqfebxdyXLAnT6QlpxryruljUrJX/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1,0
https://docs.google.com/presentation/d/e/2PACX-1vSmh0dq5rxtvGwcyqXcjX0CfM-1Fd2oK6aVojpXpA8YBm1Fp3BU8GLSF_IwWmZoOquB_a7hB2VuOBzH/pub?start=false&amp;loop=false&amp;delayms=3000,1,0
https://up-lublin--pl.weebly.com/,1,0
https://tdrcj.komi.io/,1,0
https://bit.ly/44rQHiX,1,0
https://starlightservice.weebly.com/,1,0
https://sites.google.com/view/gmxxyo/home,1,0
http://sp12ct-morsel-biz-kavren-holdik.pages.dev/,1,0
